Frame,Fragment_Type,Count
8173,H2,36
8174,O2,54
8174,HO2,5
8174,HO,11
8174,H2O,53
8174,H2O2,8
8174,H3O,1
8174,O,1
8174,H,186
8174,H2,37
8175,O2,54
8175,HO2,5
8175,HO,11
8175,H2O,53
8175,H2O2,8
8175,H3O,1
8175,O,1
8175,H,192
8175,H2,34
8176,O2,54
8176,HO2,4
8176,HO,11
8176,H2O,54
8176,H2O2,9
8176,O,1
8176,H,192
8176,H2,34
8177,O2,53
8177,H2O2,11
8177,HO,11
8177,H2O,52
8177,HO2,4
8177,O,1
8177,H,188
8177,H2,36
8178,O2,53
8178,H2O2,12
8178,H2O,53
8178,HO,10
8178,HO2,3
8178,O,1
8178,H,182
8178,H2,38
8179,O2,53
8179,H2O2,12
8179,H2O,55
8179,HO,8
8179,HO2,3
8179,O,1
8179,H,188
8179,H2,34
8180,O2,53
8180,H2O2,12
8180,H2O,55
8180,HO,8
8180,HO2,3
8180,O,1
8180,H2,36
8180,H,184
8181,O2,53
8181,H2O2,12
8181,H2O,55
8181,HO,8
8181,HO2,3
8181,O,1
8181,H2,42
8181,H,172
8182,O2,53
8182,H2O2,13
8182,H2O,55
8182,HO,6
8182,HO2,3
8182,O,1
8182,H2,46
8182,H,164
8183,O2,53
8183,H2O2,12
8183,H2O,55
8183,HO,5
8183,HO2,4
8183,O,2
8183,H2,41
8183,H,176
8184,O2,53
8184,H2O2,12
8184,H2O,55
8184,HO,5
8184,HO2,4
8184,O,2
8184,H2,42
8184,H,174
8185,O2,54
8185,H2O2,12
8185,H2O,56
8185,HO,4
8185,HO2,3
8185,O,2
8185,H2,41
8185,H,176
8186,O2,54
8186,H2O2,12
8186,H2O,55
8186,HO,4
8186,HO2,3
8186,H3O,1
8186,O,2
8186,H,179
8186,H2,39
8187,O2,54
8187,H2O2,12
8187,H2O,55
8187,HO,4
8187,HO2,3
8187,H3O,1
8187,O,2
8187,H,191
8187,H2,33
8188,O2,54
8188,H2O2,12
8188,H2O,55
8188,HO,4
8188,HO2,3
8188,H3O,1
8188,O,2
8188,H,197
8188,H2,30
8189,O2,54
8189,H2O2,12
8189,H2O,54
8189,HO,5
8189,HO2,3
8189,H3O,1
8189,O,2
8189,H,184
8189,H2,37
8190,O2,54
8190,H2O2,13
8190,H2O,52
8190,HO,7
8190,HO2,2
8190,H3O,1
8190,O,2
8190,H,191
8190,H2,34
8191,O2,53
8191,H2O2,13
8191,H2O,51
8191,HO,8
8191,HO2,3
8191,H3O,1
8191,O,2
8191,H,185
8191,H2,37
8192,O2,53
8192,H2O2,12
8192,H2O,52
8192,HO,7
8192,HO2,4
8192,H3O,1
8192,O,2
8192,H,173
8192,H2,43
8193,O2,53
8193,H2O2,11
8193,H2O,53
8193,HO,6
8193,HO2,5
8193,H3O,1
8193,O,2
8193,H,171
8193,H2,44
8194,O2,53
8194,H2O2,11
8194,H2O,53
8194,HO,6
8194,HO2,5
8194,H3O,1
8194,O,2
8194,H,175
8194,H2,42
8195,O2,53
8195,H2O2,11
8195,H2O,53
8195,HO,8
8195,HO2,4
8195,H3O,1
8195,O,2
8195,H,182
8195,H2,38
8196,O2,53
8196,H2O2,11
8196,H2O,53
8196,HO,9
8196,HO2,4
8196,H3O,1
8196,O,1
8196,H,171
8196,H2,43
8197,O2,53
8197,H2O2,9
8197,H2O,53
8197,HO,11
8197,HO2,5
8197,H3O,1
8197,O,1
8197,H2,44
8197,H,170
8198,O2,53
8198,H2O2,10
8198,H2O,55
8198,HO,10
8198,HO2,3
8198,H3O,1
8198,O,2
8198,H2,45
8198,H,165
8199,O2,53
8199,H2O2,10
8199,H2O,55
8199,HO,11
8199,HO2,3
8199,H3O,1
8199,O,1
8199,H2,43
8199,H,168
8200,O2,53
8200,H2O2,10
8200,H2O,52
8200,HO,12
8200,HO2,4
8200,H3O,1
8200,O,1
8200,H2,41
8200,H,176
8201,O2,53
8201,H2O2,10
8201,H2O,52
8201,HO,12
8201,HO2,4
8201,H3O,1
8201,O,1
8201,H2,41
8201,H,176
8202,O2,53
8202,H2O2,10
8202,H2O,54
8202,HO,10
8202,HO2,4
8202,H3O,1
8202,O,1
8202,H2,40
8202,H,176
8203,O2,53
8203,H2O2,10
8203,H2O,54
8203,HO,10
8203,HO2,4
8203,H3O,1
8203,O,1
8203,H,182
8203,H2,37
8204,O2,53
8204,H2O2,9
8204,H2O,53
8204,HO,12
8204,HO2,5
8204,H3O,1
8204,H,195
8204,H2,31
8205,O2,53
8205,H2O2,10
8205,H2O,54
8205,HO,10
8205,HO2,5
8205,H,196
8205,H2,31
8206,O2,53
8206,H2O2,9
8206,H2O,56
8206,HO,10
8206,HO2,5
8206,H,182
8206,H2,37
8207,O2,53
8207,H2O2,10
8207,H2O,56
8207,HO,9
8207,HO2,4
8207,O,1
8207,H,178
8207,H2,39
8208,O2,53
8208,H2O2,10
8208,H2O,57
8208,HO,8
8208,HO2,4
8208,O,1
8208,H,181
8208,H2,37
8209,O2,53
8209,H2O2,10
8209,H2O,57
8209,HO,8
8209,HO2,4
8209,O,1
8209,H,171
8209,H2,42
8210,O2,54
8210,H2O2,11
8210,H2O,55
8210,HO,9
8210,HO2,2
8210,H3O,1
8210,O,1
8210,H,173
8210,H2,41
8211,O2,54
8211,H2O2,12
8211,H2O,55
8211,HO,7
8211,HO2,2
8211,H3O,1
8211,O,1
8211,H,169
8211,H2,43
8212,O2,54
8212,H2O2,11
8212,H2O,55
8212,HO,7
8212,HO2,3
8212,H3O,1
8212,O,1
8212,H,172
8212,H2,42
8213,O2,54
8213,H2O2,11
8213,H2O,55
8213,HO,7
8213,HO2,3
8213,H3O,1
8213,O,1
8213,H2,44
8213,H,168
8214,O2,54
8214,H2O2,11
8214,H2O,54
8214,HO,7
8214,HO2,3
8214,H3O,1
8214,O,2
8214,H2,45
8214,H,168
8215,O2,54
8215,H2O2,10
8215,H2O,53
8215,HO,9
8215,HO2,4
8215,H3O,1
8215,O,1
8215,H2,47
8215,H,165
8216,O2,54
8216,H2O2,10
8216,H2O,52
8216,HO,10
8216,HO2,4
8216,H3O,1
8216,O,1
8216,H2,45
8216,H,170
8217,O2,54
8217,H2O2,10
8217,H2O,52
8217,HO,11
8217,HO2,4
8217,H3O,1
8217,H2,38
8217,H,183
8218,O2,53
8218,H2O2,11
8218,H2O,53
8218,H3O,2
8218,HO,9
8218,HO2,4
8218,H2,36
8218,H,182
8219,O2,53
8219,H2O2,11
8219,H2O,52
8219,H3O,2
8219,HO,10
8219,HO2,4
8219,H,187
8219,H2,34
8220,O2,53
8220,H2O2,11
8220,H2O,51
8220,H3O,2
8220,HO,11
8220,HO2,4
8220,H,190
8220,H2,33
8221,O2,53
8221,H2O2,12
8221,H2O,51
8221,H3O,2
8221,HO,10
8221,HO2,3
8221,O,1
8221,H,188
8221,H2,34
8222,O2,53
8222,H2O2,13
8222,H2O,52
8222,H3O,2
8222,HO,7
8222,HO2,3
8222,O,1
8222,H,193
8222,H2,31
8223,O2,53
8223,H2O2,13
8223,H2O,51
8223,H3O,2
8223,HO,8
8223,HO2,3
8223,O,1
8223,H,180
8223,H2,38
8224,O2,53
8224,H2O2,13
8224,H2O,52
8224,H3O,2
8224,HO,7
8224,HO2,3
8224,O,1
8224,H,177
8224,H2,39
8225,O2,53
8225,H2O2,12
8225,H2O,53
8225,H3O,2
8225,HO,7
8225,HO2,4
8225,H,172
8225,H2,41
8226,O2,53
8226,H2O2,12
8226,H2O,55
8226,HO,7
8226,HO2,4
8226,H,170
8226,H2,43
8227,O2,53
8227,H2O2,12
8227,H2O,53
8227,HO,9
8227,HO2,4
8227,H,176
8227,H2,41
8228,O2,53
8228,H2O2,12
8228,H2O,53
8228,HO,9
8228,HO2,4
8228,H,172
8228,H2,43
8229,O2,53
8229,H2O2,13
8229,H2O,51
8229,HO,11
8229,HO2,3
8229,H,175
8229,H2,42
8230,O2,53
8230,H2O2,12
8230,H2O,52
8230,HO,10
8230,HO2,4
8230,H2,44
8230,H,171
8231,O2,53
8231,H2O2,12
8231,H2O,52
8231,HO,10
8231,HO2,4
8231,H2,42
8231,H,175
8232,O2,54
8232,H2O2,13
8232,H2O,52
8232,HO,8
8232,HO2,3
8232,H2,48
8232,H,164
8233,O2,54
8233,H2O2,13
8233,H2O,53
8233,HO,7
8233,HO2,3
8233,H2,46
8233,H,167
8234,O2,54
8234,H2O2,13
8234,H2O,54
8234,HO,6
8234,HO2,3
8234,H2,39
8234,H,180
8235,O2,55
8235,H2O2,13
8235,H2O,55
8235,HO,5
8235,HO2,2
8235,H2,35
8235,H,188
8236,O2,55
8236,H2O2,13
8236,H2O,55
8236,HO,6
8236,O,1
8236,HO2,1
8236,H,180
8236,H2,39
8237,O2,55
8237,H2O2,13
8237,H2O,54
8237,HO,7
8237,O,1
8237,HO2,1
8237,H,187
8237,H2,36
8238,O2,55
8238,H2O2,13
8238,H2O,53
8238,HO,8
8238,HO2,1
8238,H3O,1
8238,H,193
8238,H2,32
8239,O2,55
8239,H2O2,13
8239,H2O,53
8239,HO,6
8239,HO2,2
8239,H3O,1
8239,H,184
8239,H2,37
8240,O2,55
8240,H2O2,13
8240,H2O,53
8240,HO,6
8240,HO2,2
8240,H3O,1
8240,H,178
8240,H2,40
8241,O2,55
8241,H2O2,12
8241,H2O,53
8241,HO,8
8241,HO2,2
8241,H3O,1
8241,H,170
8241,H2,44
8242,O2,55
8242,H2O2,12
8242,H2O,54
8242,HO,7
8242,HO2,2
8242,H3O,1
8242,H,171
8242,H2,43
8243,O2,54
8243,H2O2,13
8243,H2O,54
8243,HO,8
8243,HO2,2
8243,H,169
8243,H2,44
8244,O2,54
8244,H2O2,12
8244,H2O,55
8244,HO,9
8244,HO2,2
8244,H,174
8244,H2,41
8245,O2,54
8245,H2O2,11
8245,H2O,53
8245,HO2,3
8245,HO,11
8245,H,175
8245,H2,42
8246,O2,54
8246,H2O2,11
8246,H2O,55
8246,HO2,3
8246,HO,9
8246,H,175
8246,H2,41
8247,O2,54
8247,H2O2,11
8247,H2O,55
8247,HO2,3
8247,HO,9
8247,H,171
8247,H2,43
8248,O2,54
8248,H2O2,11
8248,H2O,56
8248,HO2,3
8248,HO,8
8248,H2,41
8248,H,174
8249,O2,54
8249,H2O2,11
8249,H2O,56
8249,HO2,3
8249,HO,8
8249,H2,42
8249,H,172
8250,O2,53
8250,H2O2,12
8250,H2O,56
8250,HO2,4
8250,HO,6
8250,H2,44
8250,H,167
8251,O2,53
8251,H2O2,13
8251,H2O,56
8251,HO2,3
8251,HO,6
8251,H2,36
8251,H,182
8252,O2,53
8252,H2O2,13
8252,H2O,56
8252,HO2,3
8252,HO,6
8252,H2,37
8252,H,180
8253,O2,53
8253,H2O2,12
8253,H2O,54
8253,HO,8
8253,HO2,4
8253,H,179
8253,H2,39
8254,O2,53
8254,H2O2,11
8254,H2O,52
8254,HO,12
8254,HO2,4
8254,H,179
8254,H2,40
8255,O2,53
8255,H2O2,11
8255,H2O,52
8255,HO,12
8255,HO2,4
8255,H,185
8255,H2,37
8256,O2,53
8256,H2O2,11
8256,H2O,54
8256,HO2,4
8256,HO,10
8256,H,183
8256,H2,37
8257,O2,54
8257,H2O2,9
8257,H2O,55
8257,HO,12
8257,HO2,3
8257,O,1
8257,H,184
8257,H2,37
8258,O2,54
8258,H2O2,10
8258,H2O,53
8258,HO,11
8258,HO2,3
8258,H3O,1
8258,O,1
8258,H,174
8258,H2,42
8259,O2,54
8259,H2O2,10
8259,H2O,53
8259,HO,11
8259,HO2,3
8259,H3O,1
8259,O,1
8259,H,180
8259,H2,39
8260,O2,54
8260,H2O2,11
8260,H2O,53
8260,HO,11
8260,HO2,2
8260,H3O,1
8260,O,1
8260,H,181
8260,H2,38
8261,O2,54
8261,H2O2,11
8261,H2O,54
8261,HO,11
8261,HO2,2
8261,H3O,1
8261,H,171
8261,H2,42
8262,O2,55
8262,H2O2,11
8262,H2O,54
8262,HO,11
8262,HO2,1
8262,H3O,1
8262,H,170
8262,H2,43
8263,O2,54
8263,H2O2,11
8263,H2O,54
8263,HO,11
8263,HO2,2
8263,H3O,1
8263,H,173
8263,H2,41
8264,O2,54
8264,H2O2,11
8264,H2O,54
8264,HO,11
8264,HO2,2
8264,H3O,1
8264,H,165
8264,H2,45
8265,O2,54
8265,H2O2,11
8265,H2O,54
8265,HO,11
8265,HO2,2
8265,H3O,1
8265,H2,45
8265,H,165
8266,O2,54
8266,H2O2,11
8266,H2O,52
8266,HO,13
8266,HO2,2
8266,H3O,1
8266,H2,40
8266,H,177
8267,O2,54
8267,H2O2,11
8267,H2O,52
8267,HO,13
8267,HO2,2
8267,H3O,1
8267,H2,40
8267,H,177
8268,O2,55
8268,H2O2,11
8268,H2O,52
8268,HO,13
8268,H3O,1
8268,HO2,1
8268,H2,38
8268,H,182
8269,O2,55
8269,H2O2,11
8269,H2O,53
8269,HO,12
8269,H3O,1
8269,HO2,1
8269,H2,32
8269,H,193
8270,O2,54
8270,H2O2,10
8270,H2O,54
8270,HO,13
8270,H3O3,1
8270,HO2,1
8270,H,186
8270,H2,35
8271,O2,53
8271,H2O2,10
8271,H2O,55
8271,HO,12
8271,HO2,2
8271,H3O3,1
8271,H,176
8271,H2,39
8272,O2,53
8272,H2O2,10
8272,H2O,55
8272,HO,12
8272,HO2,2
8272,H3O3,1
8272,H,168
8272,H2,43
8273,O2,53
8273,H2O2,10
8273,H2O,53
8273,HO,14
8273,HO2,2
8273,H3O3,1
8273,H,174
8273,H2,41
8274,O2,52
8274,H2O2,9
8274,H2O,51
8274,HO,16
8274,HO2,4
8274,H3O3,1
8274,H,160
8274,H2,49
8275,O2,52
8275,H2O2,9
8275,H2O,52
8275,HO,16
8275,HO2,5
8275,H,168
8275,H2,45
8276,O2,52
8276,H2O2,9
8276,H2O,53
8276,HO,15
8276,HO2,5
8276,H,173
8276,H2,42
8277,O2,52
8277,H2O2,9
8277,H2O,52
8277,HO,16
8277,HO2,5
8277,H,176
8277,H2,41
8278,O2,53
8278,H2O2,9
8278,H2O,52
8278,HO,16
8278,HO2,4
8278,H,171
8278,H2,44
8279,O2,53
8279,H2O2,9
8279,H2O,53
8279,HO,15
8279,HO2,4
8279,H,182
8279,H2,38
8280,O2,53
8280,H2O2,9
8280,H2O,53
8280,HO,15
8280,HO2,4
8280,H,186
8280,H2,36
8281,O2,53
8281,H2O2,9
8281,H2O,53
8281,HO,15
8281,HO2,4
8281,H,184
8281,H2,37
8282,O2,53
8282,H2O2,9
8282,H2O,54
8282,HO,14
8282,HO2,4
8282,H,185
8282,H2,36
8283,O2,53
8283,H2O2,9
8283,H2O,56
8283,HO,12
8283,HO2,4
8283,H2,34
8283,H,187
8284,O2,52
8284,H2O2,10
8284,H2O,56
8284,HO,12
8284,HO2,4
8284,H2,30
8284,H,193
8285,O2,52
8285,H2O2,10
8285,H2O,55
8285,HO,13
8285,HO2,4
8285,H2,34
8285,H,186
8286,O2,52
8286,H2O2,9
8286,H2O,53
8286,HO2,5
8286,HO,15
8286,H2,34
8286,H,189
8287,O2,53
8287,H2O2,8
8287,H2O,53
8287,HO2,4
8287,HO,17
8287,H,184
8287,H2,37
8288,O2,53
8288,H2O2,8
8288,H2O,55
8288,HO2,4
8288,HO,15
8288,H,174
8288,H2,41
8289,O2,54
8289,H2O2,8
8289,H2O,56
8289,HO2,3
8289,HO,14
8289,H,170
8289,H2,43
8290,O2,54
8290,H2O2,8
8290,H2O,56
8290,HO2,3
8290,HO,14
8290,H,176
8290,H2,40
8291,O2,54
8291,H2O2,9
8291,H2O,56
8291,HO,14
8291,HO2,2
8291,H,165
8291,H2,45
8292,O2,54
8292,H2O2,9
8292,H2O,56
8292,HO,14
8292,HO2,2
8292,H,163
8292,H2,46
8293,O2,54
8293,H2O2,9
8293,H2O,56
8293,HO,14
8293,HO2,2
8293,H,175
8293,H2,40
8294,O2,54
8294,H2O2,9
8294,H2O,55
8294,HO,15
8294,HO2,2
8294,H,174
8294,H2,41
8295,O2,54
8295,H2O2,9
8295,H2O,55
8295,HO,15
8295,HO2,2
8295,H,182
8295,H2,37
8296,O2,54
8296,H2O2,10
8296,H2O,54
8296,HO,14
8296,HO2,2
8296,H,189
8296,H2,34
8297,O2,54
8297,H2O2,10
8297,H2O,55
8297,HO,13
8297,HO2,2
8297,H,178
8297,H2,39
8298,O2,54
8298,H2O2,10
8298,H2O,55
8298,HO,13
8298,HO2,2
8298,H,174
8298,H2,41
8299,O2,54
8299,H2O2,9
8299,H2O,55
8299,HO,13
8299,HO2,3
8299,H,177
8299,H2,40
8300,O2,54
8300,H2O2,9
8300,H2O,55
8300,HO,14
8300,O,1
8300,HO2,2
8300,H2,38
8300,H,181
8301,O2,54
8301,H2O2,9
8301,H2O,55
8301,HO,14
8301,O,1
8301,HO2,2
8301,H2,40
8301,H,177
8302,O2,54
8302,H2O2,8
8302,H2O,56
8302,HO,15
8302,O,1
8302,HO2,2
8302,H2,37
8302,H,182
8303,O2,54
8303,H2O2,8
8303,H2O,55
8303,HO,16
8303,HO2,2
8303,O,1
8303,H2,35
8303,H,187
8304,O2,54
8304,H2O2,8
8304,H2O,54
8304,HO,17
8304,HO2,2
8304,O,1
8304,H2,35
8304,H,188
8305,O2,54
8305,H2O2,8
8305,H2O,54
8305,HO,17
8305,HO2,2
8305,O,1
8305,H,172
8305,H2,43
8306,O2,54
8306,H2O2,7
8306,H2O,55
8306,HO2,3
8306,HO,16
8306,O,1
8306,H,174
8306,H2,42
8307,O2,54
8307,H2O2,7
8307,H2O,55
8307,HO2,3
8307,HO,16
8307,O,1
8307,H,158
8307,H2,50
8308,O2,54
8308,H2O2,6
8308,H2O,55
8308,HO2,3
8308,HO,19
8308,H,157
8308,H2,50
8309,O2,54
8309,H2O2,6
8309,H2O,57
8309,HO2,3
8309,HO,17
8309,H,165
8309,H2,45
8310,O2,53
8310,H2O2,7
8310,H2O,56
8310,HO2,4
8310,HO,16
8310,H,171
8310,H2,42
8311,O2,53
8311,H2O2,7
8311,H2O,56
8311,HO2,4
8311,HO,16
8311,H,179
8311,H2,38
8312,O2,54
8312,H2O2,8
8312,H2O,55
8312,HO2,3
8312,HO,15
8312,H,181
8312,H2,38
8313,O2,54
8313,H2O2,8
8313,H2O,54
8313,HO2,3
8313,HO,16
8313,H,188
8313,H2,35
8314,O2,54
8314,H2O2,9
8314,H2O,53
8314,HO,17
8314,HO2,2
8314,H,194
8314,H2,32
8315,O2,53
8315,H2O2,10
8315,H2O,56
8315,HO,12
8315,HO2,3
8315,H,178
8315,H2,38
8316,O2,53
8316,H2O2,10
8316,H2O,58
8316,HO,10
8316,HO2,3
8316,H,174
8316,H2,39
8317,O2,53
8317,H2O2,9
8317,H2O,56
8317,HO,14
8317,HO2,3
8317,H2,39
8317,H,176
8318,O2,53
8318,H2O2,10
8318,H2O,55
8318,HO,13
8318,HO2,3
8318,H2,38
8318,H,179
8319,O2,53
8319,H2O2,10
8319,H2O,55
8319,HO,12
8319,O,1
8319,HO2,3
8319,H2,39
8319,H,178
8320,O2,53
8320,H2O2,10
8320,H2O,55
8320,HO,12
8320,O,1
8320,HO2,3
8320,H2,38
8320,H,180
8321,O2,53
8321,H2O2,10
8321,H2O,56
8321,HO,11
8321,O,1
8321,HO2,3
8321,H,187
8321,H2,34
8322,O2,53
8322,H2O2,11
8322,H2O,57
8322,HO,7
8322,O,2
8322,HO2,3
8322,H,179
8322,H2,38
8323,O2,52
8323,H2O2,11
8323,H2O,57
8323,HO,7
8323,O,2
8323,HO2,4
8323,H,174
8323,H2,40
8324,O2,52
8324,H2O2,12
8324,H2O,57
8324,HO,6
8324,HO2,4
8324,O,1
8324,H,157
8324,H2,48
8325,O2,52
8325,H2O2,12
8325,H2O,56
8325,HO,8
8325,HO2,4
8325,H,157
8325,H2,48
8326,O2,53
8326,H2O2,12
8326,H2O,57
8326,HO,6
8326,HO2,3
8326,O,1
8326,H,160
8326,H2,47
8327,O2,53
8327,H2O2,12
8327,H2O,57
8327,HO,6
8327,HO2,3
8327,O,1
8327,H,166
8327,H2,44
8328,O2,53
8328,H2O2,12
8328,H2O,57
8328,HO,7
8328,HO2,3
8328,H,173
8328,H2,40
8329,O2,53
8329,H2O2,11
8329,H2O,57
8329,HO2,4
8329,HO,7
8329,H,180
8329,H2,37
8330,O2,53
8330,H2O2,11
8330,H2O,57
8330,HO2,4
8330,HO,7
8330,H,190
8330,H2,32
8331,O2,53
8331,H2O2,11
8331,H2O,56
8331,HO2,4
8331,HO,8
8331,H,193
8331,H2,31
8332,O2,53
8332,H2O2,11
8332,H2O,56
8332,HO2,4
8332,HO,8
8332,H,181
8332,H2,37
8333,O2,53
8333,H2O2,10
8333,H2O,56
8333,HO2,4
8333,HO,10
8333,H,179
8333,H2,38
8334,O2,54
8334,H2O2,10
8334,H2O,56
8334,HO,10
8334,HO2,3
8334,H,188
8334,H2,34
8335,O2,53
8335,H2O2,11
8335,H2O,56
8335,HO,10
8335,HO2,3
8335,H,186
8335,H2,34
8336,O2,53
8336,H2O2,11
8336,H2O,56
8336,HO,10
8336,HO2,3
8336,H2,36
8336,H,182
8337,O2,53
8337,H2O2,11
8337,H2O,55
8337,HO,11
8337,HO2,3
8337,H2,34
8337,H,187
8338,O2,53
8338,H2O2,11
8338,H2O,57
8338,HO,9
8338,HO2,3
8338,H2,34
8338,H,185
8339,O2,53
8339,H2O2,11
8339,H2O,55
8339,HO,10
8339,O,1
8339,HO2,3
8339,H2,37
8339,H,182
8340,O2,53
8340,H2O2,11
8340,H2O,55
8340,HO,10
8340,O,1
8340,HO2,3
8340,H2,46
8340,H,164
8341,O2,53
8341,H2O2,11
8341,H2O,55
8341,HO,10
8341,O,1
8341,HO2,3
8341,H2,51
8341,H,154
8342,O2,53
8342,H2O2,9
8342,H2O,56
8342,HO,13
8342,O,1
8342,HO2,3
8342,H,153
8342,H2,51
8343,O2,53
8343,H2O2,10
8343,H2O,54
8343,HO,13
8343,O,1
8343,HO2,3
8343,H,151
8343,H2,53
8344,O2,53
8344,H2O2,10
8344,H2O,54
8344,HO,12
8344,O,2
8344,HO2,3
8344,H,146
8344,H2,56
8345,O2,53
8345,H2O2,10
8345,H2O,53
8345,HO,12
8345,O,2
8345,HO2,3
8345,H3O,1
8345,H,161
8345,H2,48
8346,O2,53
8346,H2O2,9
8346,H2O,55
8346,HO,11
8346,HO2,4
8346,O,1
8346,H3O,1
8346,H,173
8346,H2,41
8347,O2,53
8347,H2O2,9
8347,H2O,55
8347,HO,11
8347,HO2,4
8347,O,1
8347,H3O,1
8347,H,183
8347,H2,36
8348,O2,53
8348,H2O2,10
8348,H2O,55
8348,HO,11
8348,HO2,3
8348,O,1
8348,H3O,1
8348,H,176
8348,H2,39
8349,O2,53
8349,H2O2,10
8349,H2O,55
8349,HO,12
8349,HO2,3
8349,H3O,1
8349,H,185
8349,H2,34
8350,O2,53
8350,H2O2,10
8350,H2O,55
8350,HO,12
8350,HO2,3
8350,H3O,1
8350,H,197
8350,H2,28
8351,O2,54
8351,H2O2,10
8351,H2O,55
8351,HO,11
8351,O,1
8351,HO2,2
8351,H3O,1
8351,H,201
8351,H2,27
8352,O2,54
8352,H2O2,10
8352,H2O,55
8352,HO,11
8352,O,1
8352,HO2,2
8352,H3O,1
8352,H,199
8352,H2,28
8353,O2,54
8353,H2O2,11
8353,H2O,54
8353,HO,10
8353,O,1
8353,HO2,2
8353,H3O,1
8353,H2,33
8353,H,190
8354,O2,54
8354,H2O2,12
8354,H2O,54
8354,HO,8
8354,O,1
8354,HO2,2
8354,H3O,1
8354,H2,32
8354,H,192
8355,O2,54
8355,H2O2,12
8355,H2O,53
8355,HO,10
8355,HO2,2
8355,H3O,1
8355,H2,30
8355,H,196
8356,O2,54
8356,H2O2,12
8356,H2O,53
8356,HO,10
8356,HO2,2
8356,H3O,1
8356,H2,34
8356,H,188
8357,O2,53
8357,H2O2,12
8357,H2O,53
8357,HO,10
8357,HO2,3
8357,H3O,1
8357,H2,41
8357,H,173
8358,O2,53
8358,H2O2,12
8358,H2O,54
8358,HO,9
8358,HO2,3
8358,H3O,1
8358,H2,48
8358,H,158
8359,O2,53
8359,H2O2,11
8359,H2O,54
8359,HO,9
8359,HO2,4
8359,H3O,1
8359,H,151
8359,H2,52
8360,O2,53
8360,H2O2,11
8360,H2O,53
8360,HO,11
8360,HO2,4
8360,H,154
8360,H2,52
8361,O2,53
8361,H2O2,10
8361,H2O,55
8361,HO,11
8361,HO2,4
8361,H,150
8361,H2,53
8362,O2,53
8362,H2O2,10
8362,H2O,53
8362,HO,13
8362,HO2,4
8362,H,154
8362,H2,52
8363,O2,53
8363,H2O2,9
8363,H2O,52
8363,HO,16
8363,HO2,4
8363,H,169
8363,H2,45
8364,O2,53
8364,H2O2,7
8364,H2O,53
8364,HO,18
8364,O,1
8364,HO2,4
8364,H,179
8364,H2,40
8365,O2,53
8365,H2O2,7
8365,H2O,53
8365,HO,16
8365,O,3
8365,HO2,4
8365,H,201
8365,H2,30
8366,O2,53
8366,H2O2,7
8366,H2O,55
8366,HO,13
8366,HO2,5
8366,O,2
8366,H,199
8366,H2,30
8367,O2,53
8367,H2O2,5
8367,H2O,55
8367,HO,15
8367,HO2,6
8367,O,2
8367,H,198
8367,H2,31
8368,O2,53
8368,H2O2,7
8368,H2O,54
8368,HO,16
8368,HO2,4
8368,O,1
8368,H3O,1
8368,H,198
8368,H2,29
8369,O2,53
8369,H2O2,8
8369,H2O,54
8369,HO2,4
8369,HO,15
8369,H3O,1
8369,H,199
8369,H2,28
8370,O2,52
8370,H2O2,8
8370,H2O,54
8370,HO2,5
8370,HO,15
8370,H3O,1
8370,H2,30
8370,H,194
8371,O2,52
8371,H2O2,9
8371,H2O,53
8371,HO,16
8371,HO2,4
8371,H3O,1
8371,H2,33
8371,H,188
8372,O2,52
8372,H2O2,9
8372,H2O,53
8372,HO,16
8372,HO2,4
8372,H3O,1
8372,H2,31
8372,H,192
8373,O2,52
8373,H2O2,9
8373,H2O,53
8373,HO,16
8373,HO2,4
8373,H3O,1
8373,H2,36
8373,H,182
8374,O2,53
8374,H2O2,10
8374,H2O,53
8374,HO,14
8374,HO2,3
8374,H3O,1
8374,H2,47
8374,H,161
8375,O2,53
8375,H2O2,10
8375,H2O,54
8375,HO,13
8375,HO2,3
8375,H3O,1
8375,H2,47
8375,H,160
8376,O2,53
8376,H2O2,10
8376,H2O,54
8376,HO,13
8376,HO2,3
8376,H3O,1
8376,H,162
8376,H2,46
8377,O2,53
8377,H2O2,10
8377,H2O,56
8377,HO2,3
8377,HO,11
8377,H3O,1
8377,H,156
8377,H2,48
8378,O2,53
8378,H2O2,10
8378,H2O,56
8378,HO2,3
8378,HO,11
8378,H3O,1
8378,H,150
8378,H2,51
8379,O2,51
8379,H2O2,11
8379,H2O,55
8379,HO2,5
8379,HO,10
8379,H3O,1
8379,H,165
8379,H2,43
8380,O2,51
8380,H2O2,10
8380,H2O,56
8380,HO2,5
8380,HO,11
8380,H3O,1
8380,H,170
8380,H2,40
8381,O2,51
8381,H2O2,10
8381,H2O,56
8381,HO2,5
8381,HO,11
8381,H3O,1
8381,H,172
8381,H2,39
8382,O2,51
8382,H2O2,10
8382,H2O,56
8382,HO2,5
8382,HO,11
8382,H3O,1
8382,H,176
8382,H2,37
8383,O2,51
8383,H2O2,9
8383,H2O,56
8383,HO2,6
8383,HO,11
8383,H3O,1
8383,H,195
8383,H2,28
8384,O2,51
8384,H2O2,8
8384,H2O,57
8384,HO2,6
8384,HO,12
8384,H3O,1
8384,H,194
8384,H2,28
8385,O2,51
8385,H2O2,8
8385,H2O,58
8385,HO2,6
8385,HO,12
8385,H,191
8385,H2,30
8386,O2,51
8386,H2O2,8
8386,H2O,57
8386,HO2,6
8386,HO,13
